"RUN"	"Protein"	"LogIntensities"	"NumMeasuredFeature"	"MissingPercentage"	"more50missing"	"NumImputedFeature"	"originalRUN"	"GROUP"	"GROUP_ORIGINAL"	"SUBJECT_ORIGINAL"	"SUBJECT_NESTED"	"SUBJECT"
"15"	"sp|O00469|PLOD2_HUMAN"	11.3304905276853	15	0.117647058823529	FALSE	2	"15"	"1"	"Normal"	"15"	"1.15"	"15"
"16"	"sp|O00469|PLOD2_HUMAN"	11.1698297270822	15	0.117647058823529	FALSE	2	"16"	"1"	"Normal"	"16"	"1.16"	"16"
"17"	"sp|O00469|PLOD2_HUMAN"	10.6326046784188	15	0.117647058823529	FALSE	2	"17"	"1"	"Normal"	"17"	"1.17"	"17"
"18"	"sp|O00469|PLOD2_HUMAN"	9.87548664593507	15	0.117647058823529	FALSE	2	"18"	"1"	"Normal"	"18"	"1.18"	"18"
"19"	"sp|O00469|PLOD2_HUMAN"	9.13451958076581	15	0.117647058823529	FALSE	2	"19"	"1"	"Normal"	"19"	"1.19"	"19"
"20"	"sp|O00469|PLOD2_HUMAN"	10.0572757697072	15	0.117647058823529	FALSE	2	"20"	"1"	"Normal"	"20"	"1.20"	"20"
"21"	"sp|O00469|PLOD2_HUMAN"	9.53137697092767	15	0.117647058823529	FALSE	2	"21"	"1"	"Normal"	"21"	"1.21"	"21"
"22"	"sp|O00469|PLOD2_HUMAN"	9.36400799284124	15	0.117647058823529	FALSE	2	"22"	"1"	"Normal"	"22"	"1.22"	"22"
"23"	"sp|O00469|PLOD2_HUMAN"	8.24378222320802	15	0.117647058823529	FALSE	2	"23"	"1"	"Normal"	"23"	"1.23"	"23"
"24"	"sp|O00469|PLOD2_HUMAN"	10.8090226099061	15	0.117647058823529	FALSE	2	"24"	"1"	"Normal"	"24"	"1.24"	"24"
"25"	"sp|O00469|PLOD2_HUMAN"	10.3831932102297	15	0.117647058823529	FALSE	2	"25"	"1"	"Normal"	"25"	"1.25"	"25"
"26"	"sp|O00469|PLOD2_HUMAN"	8.96793513965106	17	0	FALSE	0	"26"	"1"	"Normal"	"26"	"1.26"	"26"
"27"	"sp|O00469|PLOD2_HUMAN"	8.19233923868991	17	0	FALSE	0	"27"	"1"	"Normal"	"27"	"1.27"	"27"
"28"	"sp|O00469|PLOD2_HUMAN"	9.46777329784991	17	0	FALSE	0	"28"	"1"	"Normal"	"28"	"1.28"	"28"
"29"	"sp|O00469|PLOD2_HUMAN"	8.16221283906811	17	0	FALSE	0	"29"	"1"	"Normal"	"29"	"1.29"	"29"
"30"	"sp|O00469|PLOD2_HUMAN"	7.98720723408666	17	0	FALSE	0	"30"	"1"	"Normal"	"30"	"1.30"	"30"
"31"	"sp|O00469|PLOD2_HUMAN"	8.22328184549687	17	0	FALSE	0	"31"	"1"	"Normal"	"31"	"1.31"	"31"
"32"	"sp|O00469|PLOD2_HUMAN"	8.68153191004104	17	0	FALSE	0	"32"	"1"	"Normal"	"32"	"1.32"	"32"
"33"	"sp|O00469|PLOD2_HUMAN"	10.1740226878925	17	0	FALSE	0	"33"	"1"	"Normal"	"33"	"1.33"	"33"
"34"	"sp|O00469|PLOD2_HUMAN"	8.96639956543977	17	0	FALSE	0	"34"	"1"	"Normal"	"34"	"1.34"	"34"
"35"	"sp|O00469|PLOD2_HUMAN"	8.92877825208888	17	0	FALSE	0	"35"	"1"	"Normal"	"35"	"1.35"	"35"
"36"	"sp|O00469|PLOD2_HUMAN"	10.6932144241844	17	0	FALSE	0	"36"	"1"	"Normal"	"37"	"1.36"	"36"
"37"	"sp|O00469|PLOD2_HUMAN"	9.88647466492193	17	0	FALSE	0	"37"	"1"	"Normal"	"38"	"1.37"	"37"
"38"	"sp|O00469|PLOD2_HUMAN"	8.40863650838033	17	0	FALSE	0	"38"	"1"	"Normal"	"39"	"1.38"	"38"
"39"	"sp|O00469|PLOD2_HUMAN"	11.424473893361	17	0	FALSE	0	"39"	"1"	"Normal"	"40"	"1.39"	"39"
"40"	"sp|O00469|PLOD2_HUMAN"	9.31008002561254	17	0	FALSE	0	"40"	"1"	"Normal"	"41"	"1.40"	"40"
"41"	"sp|O00469|PLOD2_HUMAN"	8.80638885410348	17	0	FALSE	0	"41"	"1"	"Normal"	"42"	"1.41"	"41"
"42"	"sp|O00469|PLOD2_HUMAN"	9.29220922275052	17	0	FALSE	0	"42"	"1"	"Normal"	"43"	"1.42"	"42"
"43"	"sp|O00469|PLOD2_HUMAN"	9.33599149148722	17	0	FALSE	0	"43"	"1"	"Normal"	"44"	"1.43"	"43"
"44"	"sp|O00469|PLOD2_HUMAN"	10.6954968268161	17	0	FALSE	0	"44"	"1"	"Normal"	"45"	"1.44"	"44"
"45"	"sp|O00469|PLOD2_HUMAN"	11.508217084538	17	0	FALSE	0	"45"	"1"	"Normal"	"46"	"1.45"	"45"
"46"	"sp|O00469|PLOD2_HUMAN"	9.45733061058464	17	0	FALSE	0	"46"	"1"	"Normal"	"47"	"1.46"	"46"
"47"	"sp|O00469|PLOD2_HUMAN"	8.99672911987155	17	0	FALSE	0	"47"	"1"	"Normal"	"48"	"1.47"	"47"
"48"	"sp|O00469|PLOD2_HUMAN"	8.37872455994938	17	0	FALSE	0	"48"	"1"	"Normal"	"49"	"1.48"	"48"
"49"	"sp|O00469|PLOD2_HUMAN"	8.10583818008986	17	0	FALSE	0	"49"	"1"	"Normal"	"50"	"1.49"	"49"
"50"	"sp|O00469|PLOD2_HUMAN"	8.28044074190678	17	0	FALSE	0	"50"	"1"	"Normal"	"51"	"1.50"	"50"
"51"	"sp|O00469|PLOD2_HUMAN"	9.15407082980402	17	0	FALSE	0	"51"	"1"	"Normal"	"52"	"1.51"	"51"
"52"	"sp|O00469|PLOD2_HUMAN"	8.53824560974479	17	0	FALSE	0	"52"	"1"	"Normal"	"53"	"1.52"	"52"
"53"	"sp|O00469|PLOD2_HUMAN"	6.67247942082701	17	0	FALSE	0	"53"	"1"	"Normal"	"54"	"1.53"	"53"
"54"	"sp|O00469|PLOD2_HUMAN"	9.43317434069302	17	0	FALSE	0	"54"	"1"	"Normal"	"55"	"1.54"	"54"
"55"	"sp|O00469|PLOD2_HUMAN"	9.17127763171581	17	0	FALSE	0	"55"	"1"	"Normal"	"56"	"1.55"	"55"
"56"	"sp|O00469|PLOD2_HUMAN"	8.09255997969227	17	0	FALSE	0	"56"	"1"	"Normal"	"57"	"1.56"	"56"
"57"	"sp|O00469|PLOD2_HUMAN"	9.26278876506801	17	0	FALSE	0	"57"	"1"	"Normal"	"58"	"1.57"	"57"
"58"	"sp|O00469|PLOD2_HUMAN"	8.32307616806031	17	0	FALSE	0	"58"	"1"	"Normal"	"59"	"1.58"	"58"
"59"	"sp|O00469|PLOD2_HUMAN"	13.2031780107187	17	0	FALSE	0	"59"	"1"	"Normal"	"60"	"1.59"	"59"
"60"	"sp|O00469|PLOD2_HUMAN"	7.41369287155199	17	0	FALSE	0	"60"	"1"	"Normal"	"61"	"1.60"	"60"
"61"	"sp|O00469|PLOD2_HUMAN"	6.88501378438415	17	0	FALSE	0	"61"	"1"	"Normal"	"62"	"1.61"	"61"
"62"	"sp|O00469|PLOD2_HUMAN"	7.10540808837429	17	0	FALSE	0	"62"	"1"	"Normal"	"63"	"1.62"	"62"
"63"	"sp|O00469|PLOD2_HUMAN"	9.36689936254104	17	0	FALSE	0	"63"	"1"	"Normal"	"64"	"1.63"	"63"
"64"	"sp|O00469|PLOD2_HUMAN"	9.94971703518948	15	0.117647058823529	FALSE	2	"64"	"1"	"Normal"	"65"	"1.64"	"64"
"65"	"sp|O00469|PLOD2_HUMAN"	6.93909111074886	15	0.117647058823529	FALSE	2	"65"	"1"	"Normal"	"66"	"1.65"	"65"
"66"	"sp|O00469|PLOD2_HUMAN"	7.76049430584914	15	0.117647058823529	FALSE	2	"66"	"1"	"Normal"	"67"	"1.66"	"66"
"67"	"sp|O00469|PLOD2_HUMAN"	9.75827309491281	15	0.117647058823529	FALSE	2	"67"	"1"	"Normal"	"68"	"1.67"	"67"
"68"	"sp|O00469|PLOD2_HUMAN"	10.6448644330874	15	0.117647058823529	FALSE	2	"68"	"1"	"Normal"	"69"	"1.68"	"68"
"69"	"sp|O00469|PLOD2_HUMAN"	10.5990283376553	15	0.117647058823529	FALSE	2	"69"	"1"	"Normal"	"70"	"1.69"	"69"
"70"	"sp|O00469|PLOD2_HUMAN"	8.22708832925574	15	0.117647058823529	FALSE	2	"70"	"1"	"Normal"	"71"	"1.70"	"70"
"71"	"sp|O00469|PLOD2_HUMAN"	8.417159576556	15	0.117647058823529	FALSE	2	"71"	"1"	"Normal"	"72"	"1.71"	"71"
"72"	"sp|O00469|PLOD2_HUMAN"	7.75656614464522	15	0.117647058823529	FALSE	2	"72"	"1"	"Normal"	"73"	"1.72"	"72"
"73"	"sp|O00469|PLOD2_HUMAN"	10.124796967309	15	0.117647058823529	FALSE	2	"73"	"1"	"Normal"	"74"	"1.73"	"73"
"74"	"sp|O00469|PLOD2_HUMAN"	7.57046966234518	15	0.117647058823529	FALSE	2	"74"	"1"	"Normal"	"75"	"1.74"	"74"
"75"	"sp|O00469|PLOD2_HUMAN"	10.9599214859908	15	0.117647058823529	FALSE	2	"75"	"1"	"Normal"	"76"	"1.75"	"75"
"76"	"sp|O00469|PLOD2_HUMAN"	8.0975174810505	15	0.117647058823529	FALSE	2	"76"	"1"	"Normal"	"77"	"1.76"	"76"
"77"	"sp|O00469|PLOD2_HUMAN"	9.06107786141691	15	0.117647058823529	FALSE	2	"77"	"1"	"Normal"	"78"	"1.77"	"77"
"78"	"sp|O00469|PLOD2_HUMAN"	9.70093109451028	15	0.117647058823529	FALSE	2	"78"	"1"	"Normal"	"79"	"1.78"	"78"
"79"	"sp|O00469|PLOD2_HUMAN"	9.64546888614432	15	0.117647058823529	FALSE	2	"79"	"1"	"Normal"	"80"	"1.79"	"79"
"80"	"sp|O00469|PLOD2_HUMAN"	7.83409848259145	15	0.117647058823529	FALSE	2	"80"	"1"	"Normal"	"81"	"1.80"	"80"
"81"	"sp|O00469|PLOD2_HUMAN"	8.02451188779004	15	0.117647058823529	FALSE	2	"81"	"1"	"Normal"	"82"	"1.81"	"81"
"82"	"sp|O00469|PLOD2_HUMAN"	13.5065208690466	15	0.117647058823529	FALSE	2	"82"	"2"	"Tumor"	"1"	"2.1"	"1"
"83"	"sp|O00469|PLOD2_HUMAN"	16.2373804863275	15	0.117647058823529	FALSE	2	"83"	"2"	"Tumor"	"2"	"2.2"	"2"
"84"	"sp|O00469|PLOD2_HUMAN"	11.0655094439761	15	0.117647058823529	FALSE	2	"84"	"2"	"Tumor"	"3"	"2.3"	"3"
"85"	"sp|O00469|PLOD2_HUMAN"	12.5612351798475	15	0.117647058823529	FALSE	2	"85"	"2"	"Tumor"	"4"	"2.4"	"4"
"86"	"sp|O00469|PLOD2_HUMAN"	10.7196245528866	15	0.117647058823529	FALSE	2	"86"	"2"	"Tumor"	"5"	"2.5"	"5"
"87"	"sp|O00469|PLOD2_HUMAN"	17.0687531271424	15	0.117647058823529	FALSE	2	"87"	"2"	"Tumor"	"6"	"2.6"	"6"
"88"	"sp|O00469|PLOD2_HUMAN"	13.8020631595231	15	0.117647058823529	FALSE	2	"88"	"2"	"Tumor"	"7"	"2.7"	"7"
"89"	"sp|O00469|PLOD2_HUMAN"	11.0355981888682	15	0.117647058823529	FALSE	2	"89"	"2"	"Tumor"	"8"	"2.8"	"8"
"90"	"sp|O00469|PLOD2_HUMAN"	11.9022439374473	15	0.117647058823529	FALSE	2	"90"	"2"	"Tumor"	"9"	"2.9"	"9"
"91"	"sp|O00469|PLOD2_HUMAN"	11.7213092281745	15	0.117647058823529	FALSE	2	"91"	"2"	"Tumor"	"10"	"2.10"	"10"
"92"	"sp|O00469|PLOD2_HUMAN"	14.085703090696	15	0.117647058823529	FALSE	2	"92"	"2"	"Tumor"	"11"	"2.11"	"11"
"93"	"sp|O00469|PLOD2_HUMAN"	14.3555470213144	15	0.117647058823529	FALSE	2	"93"	"2"	"Tumor"	"12"	"2.12"	"12"
"94"	"sp|O00469|PLOD2_HUMAN"	13.6289498063526	15	0.117647058823529	FALSE	2	"94"	"2"	"Tumor"	"13"	"2.13"	"13"
"95"	"sp|O00469|PLOD2_HUMAN"	12.9735937876098	15	0.117647058823529	FALSE	2	"95"	"2"	"Tumor"	"14"	"2.14"	"14"
"96"	"sp|O00469|PLOD2_HUMAN"	15.3635269864554	15	0.117647058823529	FALSE	2	"96"	"2"	"Tumor"	"15"	"2.15"	"15"
"97"	"sp|O00469|PLOD2_HUMAN"	12.071887920439	15	0.117647058823529	FALSE	2	"97"	"2"	"Tumor"	"16"	"2.16"	"16"
"98"	"sp|O00469|PLOD2_HUMAN"	13.6170937313434	15	0.117647058823529	FALSE	2	"98"	"2"	"Tumor"	"17"	"2.17"	"17"
"99"	"sp|O00469|PLOD2_HUMAN"	11.0191971440957	15	0.117647058823529	FALSE	2	"99"	"2"	"Tumor"	"18"	"2.18"	"18"
"100"	"sp|O00469|PLOD2_HUMAN"	12.4952888374758	17	0	FALSE	0	"100"	"2"	"Tumor"	"19"	"2.19"	"19"
"101"	"sp|O00469|PLOD2_HUMAN"	11.5015421986683	17	0	FALSE	0	"101"	"2"	"Tumor"	"20"	"2.20"	"20"
"102"	"sp|O00469|PLOD2_HUMAN"	17.0032155496354	17	0	FALSE	0	"102"	"2"	"Tumor"	"21"	"2.21"	"21"
"103"	"sp|O00469|PLOD2_HUMAN"	12.4731185310783	17	0	FALSE	0	"103"	"2"	"Tumor"	"22"	"2.22"	"22"
"104"	"sp|O00469|PLOD2_HUMAN"	10.5901486245811	17	0	FALSE	0	"104"	"2"	"Tumor"	"23"	"2.23"	"23"
"105"	"sp|O00469|PLOD2_HUMAN"	10.7942445648719	17	0	FALSE	0	"105"	"2"	"Tumor"	"24"	"2.24"	"24"
"106"	"sp|O00469|PLOD2_HUMAN"	14.8702069938697	17	0	FALSE	0	"106"	"2"	"Tumor"	"25"	"2.25"	"25"
"107"	"sp|O00469|PLOD2_HUMAN"	12.2625835558893	17	0	FALSE	0	"107"	"2"	"Tumor"	"26"	"2.26"	"26"
"108"	"sp|O00469|PLOD2_HUMAN"	11.6529500490346	17	0	FALSE	0	"108"	"2"	"Tumor"	"27"	"2.27"	"27"
"109"	"sp|O00469|PLOD2_HUMAN"	13.0665523400697	17	0	FALSE	0	"109"	"2"	"Tumor"	"28"	"2.28"	"28"
"110"	"sp|O00469|PLOD2_HUMAN"	15.2786959286722	17	0	FALSE	0	"110"	"2"	"Tumor"	"29"	"2.29"	"29"
"111"	"sp|O00469|PLOD2_HUMAN"	14.6175313363871	17	0	FALSE	0	"111"	"2"	"Tumor"	"30"	"2.30"	"30"
"112"	"sp|O00469|PLOD2_HUMAN"	13.0137068487597	17	0	FALSE	0	"112"	"2"	"Tumor"	"31"	"2.31"	"31"
"113"	"sp|O00469|PLOD2_HUMAN"	11.6117552199321	17	0	FALSE	0	"113"	"2"	"Tumor"	"32"	"2.32"	"32"
"114"	"sp|O00469|PLOD2_HUMAN"	17.6103115684382	17	0	FALSE	0	"114"	"2"	"Tumor"	"33"	"2.33"	"33"
"115"	"sp|O00469|PLOD2_HUMAN"	14.1058268160903	17	0	FALSE	0	"115"	"2"	"Tumor"	"34"	"2.34"	"34"
"116"	"sp|O00469|PLOD2_HUMAN"	14.630985239786	17	0	FALSE	0	"116"	"2"	"Tumor"	"35"	"2.35"	"35"
"117"	"sp|O00469|PLOD2_HUMAN"	15.8029727380188	17	0	FALSE	0	"117"	"2"	"Tumor"	"37"	"2.36"	"36"
"118"	"sp|O00469|PLOD2_HUMAN"	13.1380473275918	17	0	FALSE	0	"118"	"2"	"Tumor"	"38"	"2.37"	"37"
"119"	"sp|O00469|PLOD2_HUMAN"	12.7609373108847	17	0	FALSE	0	"119"	"2"	"Tumor"	"39"	"2.38"	"38"
"120"	"sp|O00469|PLOD2_HUMAN"	13.0399772962799	17	0	FALSE	0	"120"	"2"	"Tumor"	"40"	"2.39"	"39"
"121"	"sp|O00469|PLOD2_HUMAN"	14.1688944676048	17	0	FALSE	0	"121"	"2"	"Tumor"	"41"	"2.40"	"40"
"122"	"sp|O00469|PLOD2_HUMAN"	11.5674255312349	17	0	FALSE	0	"122"	"2"	"Tumor"	"42"	"2.41"	"41"
"123"	"sp|O00469|PLOD2_HUMAN"	12.1323899069955	17	0	FALSE	0	"123"	"2"	"Tumor"	"43"	"2.42"	"42"
"124"	"sp|O00469|PLOD2_HUMAN"	14.5907217633089	17	0	FALSE	0	"124"	"2"	"Tumor"	"44"	"2.43"	"43"
"125"	"sp|O00469|PLOD2_HUMAN"	16.2854142136535	17	0	FALSE	0	"125"	"2"	"Tumor"	"45"	"2.44"	"44"
"126"	"sp|O00469|PLOD2_HUMAN"	15.1279688918706	17	0	FALSE	0	"126"	"2"	"Tumor"	"46"	"2.45"	"45"
"127"	"sp|O00469|PLOD2_HUMAN"	15.3273563706638	17	0	FALSE	0	"127"	"2"	"Tumor"	"47"	"2.46"	"46"
"128"	"sp|O00469|PLOD2_HUMAN"	15.3758933926369	17	0	FALSE	0	"128"	"2"	"Tumor"	"48"	"2.47"	"47"
"129"	"sp|O00469|PLOD2_HUMAN"	13.7475220762663	17	0	FALSE	0	"129"	"2"	"Tumor"	"49"	"2.48"	"48"
"130"	"sp|O00469|PLOD2_HUMAN"	14.6160561747346	17	0	FALSE	0	"130"	"2"	"Tumor"	"50"	"2.49"	"49"
"131"	"sp|O00469|PLOD2_HUMAN"	12.8618937970738	17	0	FALSE	0	"131"	"2"	"Tumor"	"51"	"2.50"	"50"
"132"	"sp|O00469|PLOD2_HUMAN"	13.7922088218942	17	0	FALSE	0	"132"	"2"	"Tumor"	"52"	"2.51"	"51"
"133"	"sp|O00469|PLOD2_HUMAN"	9.05170882011546	17	0	FALSE	0	"133"	"2"	"Tumor"	"53"	"2.52"	"52"
"134"	"sp|O00469|PLOD2_HUMAN"	12.1673956569321	17	0	FALSE	0	"134"	"2"	"Tumor"	"54"	"2.53"	"53"
"135"	"sp|O00469|PLOD2_HUMAN"	12.1778237383823	17	0	FALSE	0	"135"	"2"	"Tumor"	"55"	"2.54"	"54"
"136"	"sp|O00469|PLOD2_HUMAN"	13.569201564288	17	0	FALSE	0	"136"	"2"	"Tumor"	"56"	"2.55"	"55"
"137"	"sp|O00469|PLOD2_HUMAN"	13.0906799187651	15	0.117647058823529	FALSE	2	"137"	"2"	"Tumor"	"57"	"2.56"	"56"
"138"	"sp|O00469|PLOD2_HUMAN"	12.0789657419613	15	0.117647058823529	FALSE	2	"138"	"2"	"Tumor"	"58"	"2.57"	"57"
"139"	"sp|O00469|PLOD2_HUMAN"	13.1352243290106	15	0.117647058823529	FALSE	2	"139"	"2"	"Tumor"	"59"	"2.58"	"58"
"140"	"sp|O00469|PLOD2_HUMAN"	15.095997653043	15	0.117647058823529	FALSE	2	"140"	"2"	"Tumor"	"60"	"2.59"	"59"
"141"	"sp|O00469|PLOD2_HUMAN"	13.3108388204312	15	0.117647058823529	FALSE	2	"141"	"2"	"Tumor"	"61"	"2.60"	"60"
"142"	"sp|O00469|PLOD2_HUMAN"	12.0303605446159	15	0.117647058823529	FALSE	2	"142"	"2"	"Tumor"	"62"	"2.61"	"61"
"143"	"sp|O00469|PLOD2_HUMAN"	11.5514666927899	15	0.117647058823529	FALSE	2	"143"	"2"	"Tumor"	"63"	"2.62"	"62"
"144"	"sp|O00469|PLOD2_HUMAN"	12.3338375731572	15	0.117647058823529	FALSE	2	"144"	"2"	"Tumor"	"64"	"2.63"	"63"
"145"	"sp|O00469|PLOD2_HUMAN"	13.6865479800352	15	0.117647058823529	FALSE	2	"145"	"2"	"Tumor"	"65"	"2.64"	"64"
"146"	"sp|O00469|PLOD2_HUMAN"	11.6769913184005	15	0.117647058823529	FALSE	2	"146"	"2"	"Tumor"	"66"	"2.65"	"65"
"147"	"sp|O00469|PLOD2_HUMAN"	12.9900808408471	15	0.117647058823529	FALSE	2	"147"	"2"	"Tumor"	"67"	"2.66"	"66"
"148"	"sp|O00469|PLOD2_HUMAN"	14.3445427230336	15	0.117647058823529	FALSE	2	"148"	"2"	"Tumor"	"68"	"2.67"	"67"
"149"	"sp|O00469|PLOD2_HUMAN"	11.8000968613786	15	0.117647058823529	FALSE	2	"149"	"2"	"Tumor"	"69"	"2.68"	"68"
"150"	"sp|O00469|PLOD2_HUMAN"	14.9641711223161	15	0.117647058823529	FALSE	2	"150"	"2"	"Tumor"	"70"	"2.69"	"69"
"151"	"sp|O00469|PLOD2_HUMAN"	12.1087541118904	15	0.117647058823529	FALSE	2	"151"	"2"	"Tumor"	"71"	"2.70"	"70"
"152"	"sp|O00469|PLOD2_HUMAN"	14.6927510591777	15	0.117647058823529	FALSE	2	"152"	"2"	"Tumor"	"72"	"2.71"	"71"
"153"	"sp|O00469|PLOD2_HUMAN"	12.9451606823474	15	0.117647058823529	FALSE	2	"153"	"2"	"Tumor"	"73"	"2.72"	"72"
"154"	"sp|O00469|PLOD2_HUMAN"	11.9007639287109	15	0.117647058823529	FALSE	2	"154"	"2"	"Tumor"	"74"	"2.73"	"73"
"155"	"sp|O00469|PLOD2_HUMAN"	11.3999572400514	15	0.117647058823529	FALSE	2	"155"	"2"	"Tumor"	"75"	"2.74"	"74"
"156"	"sp|O00469|PLOD2_HUMAN"	11.7695485860902	15	0.117647058823529	FALSE	2	"156"	"2"	"Tumor"	"76"	"2.75"	"75"
"157"	"sp|O00469|PLOD2_HUMAN"	13.0475243328171	15	0.117647058823529	FALSE	2	"157"	"2"	"Tumor"	"77"	"2.76"	"76"
"158"	"sp|O00469|PLOD2_HUMAN"	15.5389806563336	15	0.117647058823529	FALSE	2	"158"	"2"	"Tumor"	"78"	"2.77"	"77"
"159"	"sp|O00469|PLOD2_HUMAN"	15.9312423285641	15	0.117647058823529	FALSE	2	"159"	"2"	"Tumor"	"79"	"2.78"	"78"
"160"	"sp|O00469|PLOD2_HUMAN"	14.5269377656824	15	0.117647058823529	FALSE	2	"160"	"2"	"Tumor"	"80"	"2.79"	"79"
"161"	"sp|O00469|PLOD2_HUMAN"	12.5296278601925	15	0.117647058823529	FALSE	2	"161"	"2"	"Tumor"	"81"	"2.80"	"80"
"162"	"sp|O00469|PLOD2_HUMAN"	12.1318275096486	15	0.117647058823529	FALSE	2	"162"	"2"	"Tumor"	"82"	"2.81"	"81"
"1"	"sp|P01033|TIMP1_HUMAN"	10.9142161349733	5	0	FALSE	0	"1"	"1"	"Normal"	"1"	"1.1"	"1"
"2"	"sp|P01033|TIMP1_HUMAN"	12.039329639482	5	0	FALSE	0	"2"	"1"	"Normal"	"2"	"1.2"	"2"
"3"	"sp|P01033|TIMP1_HUMAN"	13.3236986949812	5	0	FALSE	0	"3"	"1"	"Normal"	"3"	"1.3"	"3"
"4"	"sp|P01033|TIMP1_HUMAN"	10.2421180742034	5	0	FALSE	0	"4"	"1"	"Normal"	"4"	"1.4"	"4"
"5"	"sp|P01033|TIMP1_HUMAN"	12.2448493908434	5	0	FALSE	0	"5"	"1"	"Normal"	"5"	"1.5"	"5"
"6"	"sp|P01033|TIMP1_HUMAN"	12.2922453548	5	0	FALSE	0	"6"	"1"	"Normal"	"6"	"1.6"	"6"
"7"	"sp|P01033|TIMP1_HUMAN"	14.4728944179689	5	0	FALSE	0	"7"	"1"	"Normal"	"7"	"1.7"	"7"
"8"	"sp|P01033|TIMP1_HUMAN"	12.4553689407897	5	0	FALSE	0	"8"	"1"	"Normal"	"8"	"1.8"	"8"
"9"	"sp|P01033|TIMP1_HUMAN"	11.9650663510076	5	0	FALSE	0	"9"	"1"	"Normal"	"9"	"1.9"	"9"
"10"	"sp|P01033|TIMP1_HUMAN"	12.9762882362754	5	0	FALSE	0	"10"	"1"	"Normal"	"10"	"1.10"	"10"
"11"	"sp|P01033|TIMP1_HUMAN"	11.4265493656498	5	0	FALSE	0	"11"	"1"	"Normal"	"11"	"1.11"	"11"
"12"	"sp|P01033|TIMP1_HUMAN"	10.7378501544366	5	0	FALSE	0	"12"	"1"	"Normal"	"12"	"1.12"	"12"
"13"	"sp|P01033|TIMP1_HUMAN"	13.2588495438341	5	0	FALSE	0	"13"	"1"	"Normal"	"13"	"1.13"	"13"
"14"	"sp|P01033|TIMP1_HUMAN"	12.2325653648239	5	0	FALSE	0	"14"	"1"	"Normal"	"14"	"1.14"	"14"
"15"	"sp|P01033|TIMP1_HUMAN"	13.2464653689579	5	0	FALSE	0	"15"	"1"	"Normal"	"15"	"1.15"	"15"
"16"	"sp|P01033|TIMP1_HUMAN"	11.0713365666669	5	0	FALSE	0	"16"	"1"	"Normal"	"16"	"1.16"	"16"
"17"	"sp|P01033|TIMP1_HUMAN"	13.1737135694222	5	0	FALSE	0	"17"	"1"	"Normal"	"17"	"1.17"	"17"
"18"	"sp|P01033|TIMP1_HUMAN"	10.0861641657588	5	0	FALSE	0	"18"	"1"	"Normal"	"18"	"1.18"	"18"
"19"	"sp|P01033|TIMP1_HUMAN"	10.6740562373996	5	0	FALSE	0	"19"	"1"	"Normal"	"19"	"1.19"	"19"
"20"	"sp|P01033|TIMP1_HUMAN"	10.1931455364038	5	0	FALSE	0	"20"	"1"	"Normal"	"20"	"1.20"	"20"
"21"	"sp|P01033|TIMP1_HUMAN"	12.4317803956183	5	0	FALSE	0	"21"	"1"	"Normal"	"21"	"1.21"	"21"
